procedure_name,description,is_mandatory,impc_parameter_id
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38122
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38123
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38124
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38125
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38126
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38127
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38128
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38129
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38130
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38131
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38132
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38133
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38134
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38135
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38136
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38137
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38138
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38139
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38140
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38141
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38142
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38143
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38144
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38145
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38146
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38147
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38148
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38149
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38150
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38151
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38152
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38153
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38154
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38155
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38156
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38157
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38158
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38159
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38160
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38161
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38162
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38163
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38164
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38165
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38166
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38167
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38168
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38169
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38170
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38171
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38172
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38173
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38174
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38175
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38176
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38177
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38178
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38179
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38180
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38181
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38182
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38183
Combined SHIRPA and Dysmorphology,SHIRPA and dysmorphology were originally always separate assessments.  However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,TRUE,38184
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51545
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51546
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51547
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51548
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51549
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51550
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51551
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51552
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51553
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51554
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51555
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51556
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51557
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51558
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51559
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51560
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51561
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51562
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51563
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51564
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51565
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51566
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51567
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51568
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51569
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51570
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51571
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51572
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51573
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51574
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51575
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51576
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51577
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51578
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51579
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51580
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51581
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51582
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51583
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51584
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51585
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51586
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51587
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51588
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51589
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51590
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51591
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51592
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51593
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51594
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51595
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51596
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51597
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51598
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51599
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51600
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51601
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51602
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51603
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51604
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51605
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51606
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51607
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51608
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51609
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51610
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51611
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51612
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51613
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51614
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51615
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51616
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51617
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51618
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51619
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51620
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51621
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51622
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51623
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51624
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51625
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51626
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51627
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51628
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51629
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51630
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51631
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51632
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51633
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51634
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51635
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51636
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51637
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51638
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51639
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51640
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51641
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51642
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51643
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51644
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51645
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51646
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51647
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,51648
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,67026
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,67033
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,67034
Fear Conditioning,Fear Conditioning test assesses aversive learning and memory,FALSE,85373
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19236
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19237
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19238
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19239
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19240
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19241
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19242
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19243
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19244
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19245
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19246
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19247
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19248
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,TRUE,19249
