impcParameterOrigId,name,description,parameterId
37883, Type of kit, type_of_kit, IMPC_INS_002_001
37884, Kit manufacturer, kit_manufacturer, IMPC_INS_003_001
37885, Kit lot number, kit_lot_number, IMPC_INS_004_001
37886, Equipment ID, equipment_id, IMPC_INS_005_001
37887, Equipment manufacturer, equipment_manufacturer, IMPC_INS_006_001
37888, Equipment model, equipment_model, IMPC_INS_007_001
37889, Blood collection tubes, blood_collection_tubes, IMPC_INS_008_001
37890, Anesthesia used for blood collection, anesthesia_used_for_blood_collection, IMPC_INS_009_001
37891, Method of blood collection, method_of_blood_collection, IMPC_INS_010_001
37892, Anticoagulant, anticoagulant, IMPC_INS_011_001
37893, Date and time of blood collection, date_and_time_of_blood_collection, IMPC_INS_012_001
37894, Sample status, sample_status, IMPC_INS_014_001
37895, Samples kept on ice between collection and analysis, samples_kept_on_ice_between_collection_and_analysis, IMPC_INS_015_001
37896, Sample dilution, sample_dilution, IMPC_INS_016_001
37897, Replicates, replicates, IMPC_INS_017_001
37898, ID of blood collection SOP, id_of_blood_collection_sop, IMPC_INS_018_001
37899, Hemolysis status, hemolysis_status, IMPC_INS_019_001
37900, Blood collection experimenter ID, blood_collection_experimenter_id, IMPC_INS_020_001
37901, Blood analysis experimenter ID, blood_analysis_experimenter_id, IMPC_INS_021_001
37902, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_INS_022_001
37903, Sample type, , IMPC_INS_023_001
46202, Heart Morphology, heart_morphology, IMPC_GEP_010_001
46203, Blood Vessel Morphology, blood_vessel_morphology, IMPC_GEP_013_001
46204, Head shape, head_shape, IMPC_GEP_015_001
46205, Head size, head_size, IMPC_GEP_016_001
46206, Facial Morphology, facial_morphology, IMPC_GEP_017_001
46207, Embryo Size, embryo_size, IMPC_GEP_022_001
46208, Embryo weight, embryo_weight, IMPC_GEP_023_001
46209, Body wall morphology, body_wall_morphology, IMPC_GEP_024_001
46210, Outer ear morpholgy, outer_ear_morpholgy, IMPC_GEP_026_001
46211, Vibrissa Morphology, vibrissa_morphology, IMPC_GEP_033_001
46212, Skin Appearance, skin_appearance, IMPC_GEP_034_001
46213, Pallor, pallor, IMPC_GEP_035_001
46214, Skin Coloration, skin_coloration, IMPC_GEP_036_001
46215, Tail Morphology, tail_morphology, IMPC_GEP_038_001
46216, Liver Size, liver_size, IMPC_GEP_042_001
46217, Respiratory System, respiratory_system, IMPC_GEP_052_001
46218, Comment on image, comment_on_image, IMPC_GEP_063_001
46219, Images, images, IMPC_GEP_064_001
46220, Experimenter ID, experimenter_id, IMPC_GEP_065_001
46221, Equipment ID, equipment_id, IMPC_GEP_066_001
46222, Equipment Manufacturer, equipment_manufacturer, IMPC_GEP_067_001
46223, Equipment Model, equipment_model, IMPC_GEP_068_001
46224, Fixative, fixative, IMPC_GEP_069_001
46225, Time of Dissection, time_of_dissection, IMPC_GEP_070_001
46226, Somite Stage, somite_stage, IMPC_GEP_071_001
46227, Time of dark cycle start, time_of_dark_cycle_start, IMPC_GEP_072_001
46228, Time of dark cycle end, time_of_dark_cycle_end, IMPC_GEP_073_001
46229, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_GEP_074_001
46230, Spontaneous movement, no_spontaneous_movement, IMPC_GEP_004_002
46231, Responsive to tactile stimuli, unresponsive_to_tactile_stimuli, IMPC_GEP_005_002
46232, Hemorrhage, hemorrhage, IMPC_GEP_011_002
46233, Facial Cleft, facial_cleft, IMPC_GEP_018_002
46234, Cyanosis, cyanosis, IMPC_GEP_029_002
46235, Edema, edema, IMPC_GEP_030_002
46236, Polydactyly, polydactyly, IMPC_GEP_039_002
46237, Exencephaly, exencephaly, IMPC_GEP_047_002
46238, Holoprosencephaly, holoprosencephaly, IMPC_GEP_048_002
46239, spina bifida, spina_bifida, IMPC_GEP_049_002
46240, Microphthalmia, microphthalmia, IMPC_GEP_059_002
46241, Anophthalmia, anophthalmia, IMPC_GEP_060_002
46242, Failure of Eyelid Fusion, failure_of_eyelid_fusion, IMPC_GEP_061_002
46243, Severely Dysmorphic, NA, IMPC_GEP_075_001
46244, Cleft palate, NA, IMPC_GEP_076_001
46245, Curl or short tail, NA, IMPC_GEP_078_001
46246, Facial hypoplasia, NA, IMPC_GEP_079_001
46247, Microcephaly, NA, IMPC_GEP_080_001
46248, Pale liver, NA, IMPC_GEP_081_001
46249, Syndactyly, NA, IMPC_GEP_082_001
46250, Tongue out, NA, IMPC_GEP_083_001
46251, Limb morphology, NA, IMPC_GEP_084_001
46252, CRL, NA, IMPC_GEP_085_001
46253, Delayed embryonic development, NA, IMPC_GEP_086_001
46254, Blebs, NA, IMPC_GEP_087_001
29207, Body weight, body_weight, IMPC_ABR_001_001
29208, Click-evoked ABR threshold, click_evoked_abr_threshold, IMPC_ABR_002_001
29209, Click-evoked ABR waveforms (numerical format), click_evoked_abr_waveforms_numerical_format_, IMPC_ABR_003_001
29210, 6kHz-evoked ABR Threshold, 6khz_evoked_abr_threshold, IMPC_ABR_004_001
29211, 6kHz-evoked ABR waveforms (numerical format), 6khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_005_001
29212, 12kHz-evoked ABR Threshold, 12khz_evoked_abr_threshold, IMPC_ABR_006_001
29213, 12kHz-evoked ABR waveforms (numerical format), 12khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_007_001
29214, 18kHz-evoked ABR Threshold, 18khz_evoked_abr_threshold, IMPC_ABR_008_001
29215, 18kHz-evoked ABR waveforms (numerical format), 18khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_009_001
29216, 24kHz-evoked ABR Threshold, 24khz_evoked_abr_threshold, IMPC_ABR_010_001
29217, 24kHz-evoked ABR waveforms (numerical format), 24khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_011_001
29218, 30kHz-evoked ABR Threshold, 30khz_evoked_abr_threshold, IMPC_ABR_012_001
29219, 30kHz-evoked ABR waveforms (numerical format), 30khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_013_001
29220, Click-evoked + 6 to 30kHz tone waveforms (pdf format), click_evoked_6_to_30khz_tone_waveforms_pdf_format_, IMPC_ABR_014_001
29221, Audiograms, audiograms, IMPC_ABR_015_001
29222, Preyer Reflex, preyer_reflex, IMPC_ABR_016_001
29223, Click +20dB waveforms (numerical format), click_20db_waveforms_numerical_format_, IMPC_ABR_017_001
29224, Click +50dB waveforms (numerical format), click_50db_waveforms_numerical_format_, IMPC_ABR_018_001
29225, Click +20dB+50dB waveforms (pdf format), click_20db_50db_waveforms_pdf_format_, IMPC_ABR_019_001
29226, P1-N1 amplitude (at each stimulus level), p1_n1_amplitude_at_each_stimulus_level_, IMPC_ABR_020_001
29227, P3-N3 amplitude (at each stimulus level), p3_n3_amplitude_at_each_stimulus_level_, IMPC_ABR_021_001
29228, P1 Latency (at each stimulus level), p1_latency_at_each_stimulus_level_, IMPC_ABR_022_001
29229, N1 Latency (at each stimulus level), n1_latency_at_each_stimulus_level_, IMPC_ABR_023_001
29230, P3 Latency (at each stimulus level), p3_latency_at_each_stimulus_level_, IMPC_ABR_024_001
29231, N3 Latency (at each stimulus level), n3_latency_at_each_stimulus_level_, IMPC_ABR_025_001
29232, P1-P3 Interval (at each stimulus level), p1_p3_interval_at_each_stimulus_level_, IMPC_ABR_026_001
29233, N1-N3 Interval (at each stimulus level), n1_n3_interval_at_each_stimulus_level_, IMPC_ABR_027_001
29234, Range of test stimuli used, range_of_test_stimuli_used, IMPC_ABR_028_001
29235, Range of stimulus levels used - Click, range_of_stimulus_levels_used_click, IMPC_ABR_029_001
29236, Range of stimulus levels used - 6kHz, range_of_stimulus_levels_used_6khz, IMPC_ABR_030_001
29237, Range of stimulus levels used - 12kHz, range_of_stimulus_levels_used_12khz, IMPC_ABR_031_001
29238, Range of stimulus levels used - 18kHz, range_of_stimulus_levels_used_18khz, IMPC_ABR_032_001
29239, Range of stimulus levels used - 24kHz, range_of_stimulus_levels_used_24khz, IMPC_ABR_033_001
29240, Range of stimulus levels used - 30kHz, range_of_stimulus_levels_used_30khz, IMPC_ABR_034_001
29241, Extension of stimulus levels, extension_of_stimulus_levels, IMPC_ABR_035_001
29242, Stimulus level step size, stimulus_level_step_size, IMPC_ABR_036_001
29243, Tone Pip Duration, tone_pip_duration, IMPC_ABR_037_001
29244, Tone Pip rise/fall, tone_pip_rise_fall, IMPC_ABR_038_001
29245, Repetition Rate, repetition_rate, IMPC_ABR_039_001
29246, Number averages, number_averages, IMPC_ABR_040_001
29247, Recording Environment, recording_environment, IMPC_ABR_041_001
29248, Anesthetic agent 1, anesthetic_agent_1, IMPC_ABR_042_001
29249, Anesthetic agent 2, anesthetic_agent_2, IMPC_ABR_043_001
29250, Anesthetic agent 1 dosage, anesthetic_agent_1_dosage, IMPC_ABR_044_001
29251, Anesthetic agent 2 dosage, anesthetic_agent_2_dosage, IMPC_ABR_045_001
29252, Anesthetic administration route, anesthetic_administration_route, IMPC_ABR_046_001
29253, Time of injection, time_of_injection, IMPC_ABR_048_001
29254, Equipment ID, equipment_id, IMPC_ABR_049_001
29255, Equipment manufacturer, equipment_manufacturer, IMPC_ABR_050_001
29256, Equipment model, equipment_model, IMPC_ABR_051_001
29257, Software, software, IMPC_ABR_052_001
29258, Experimenter ID, experimenter_id, IMPC_ABR_053_001
29259, Date equipment last calibrated, date_equipment_last_calibrated, IMPC_ABR_054_001
18421, Body weight, , IMPC_CHL_001_001
18422, Frequency of breathing (f), , IMPC_CHL_002_001
18423, Tidal volume (TVb), , IMPC_CHL_003_001
18424, Minute volume (MVb), , IMPC_CHL_004_001
18425, Peak expiratory flow (PEFb), , IMPC_CHL_005_001
18426, Peak inspiratory flow (PIFb), , IMPC_CHL_006_001
18427, Pause (PAU), , IMPC_CHL_007_001
18428, Inspiratory time (Ti), , IMPC_CHL_008_001
18429, Expiratory time (Te), , IMPC_CHL_009_001
18430, Relaxation time (Tr), , IMPC_CHL_010_001
18431, Time of pause (Tp), , IMPC_CHL_011_001
18432, Enhanced pause (Penh), , IMPC_CHL_012_001
18433, Rejection index (Rinx), , IMPC_CHL_013_001
18434, Rpef, , IMPC_CHL_014_001
18435, TB, , IMPC_CHL_015_001
18436, Compensation (Comp), , IMPC_CHL_016_001
18437, Flow at point 50% TV expired (EF50), , IMPC_CHL_017_001
18438, Equipment ID, , IMPC_CHL_018_001
18439, Experimenter ID, , IMPC_CHL_019_001
18440, Equipment manufacturer, , IMPC_CHL_020_001
18441, Equipment model, , IMPC_CHL_021_001
18442, Date equipment last calibrated, , IMPC_CHL_022_001
18443, Chamber temperature (Tc), , IMPC_CHL_026_001
18444, Relative Humidity (RH), , IMPC_CHL_027_001
18445, Hypoxia challenge data present in submission, , IMPC_CHL_029_001
18446, Methacholine challenge: duration of PBS measurement period, Length in minutes of the period for measuring reaction to PBS., IMPC_CHL_023_001
18447, Methacholine challenge: duration of 12.5 mg/ml MCh measurement period, Length in minutes of the period for measuring reaction to 12.5mg/ml MCh., IMPC_CHL_024_001
18448, Methacholine challenge: duration of 25 mg/ml MCh measurement period, Length in minutes of the period for measuring reaction to 25mg/ml MCh., IMPC_CHL_025_001
18449, Methacholine challenge: duration of 50 mg/ml MCh measurement period, Length in minutes of the period for measuring reaction to 50mg/ml MCh., IMPC_CHL_030_001
18450, Methacholine challenge: start of PBS measurement timestamp, , IMPC_CHL_031_001
18451, Methacholine challenge: end of PBS measurement timestamp, , IMPC_CHL_032_001
18452, Methacholine challenge: start of 12.5 mg/ml MCh measurement timestamp, , IMPC_CHL_033_001
18453, Methacholine challenge: end of 12.5 mg/ml MCh measurement timestamp, , IMPC_CHL_034_001
18454, Methacholine challenge: start of 25 mg/ml MCh measurement timestamp, , IMPC_CHL_035_001
18455, Methacholine challenge: end of 25 mg/ml MCh measurement timestamp, , IMPC_CHL_036_001
18456, Methacholine challenge: start of 50 mg/ml MCh measurement timestamp, , IMPC_CHL_037_001
18457, Methacholine challenge: end of 50 mg/ml MCh measurement timestamp, , IMPC_CHL_038_001
18458, Hypoxia challenge: duration of Unchallenged measurement period, , IMPC_CHL_028_001
18459, Hypoxia challenge: start of Unchallenged measurement timestamp, , IMPC_CHL_039_001
18460, Hypoxia challenge: end of Unchallenged measurement timestamp, , IMPC_CHL_040_001
18461, Hypoxia challenge: duration of 10% O2 measurement period, , IMPC_CHL_041_001
18462, Hypoxia challenge: start of 10% O2 measurement timestamp, , IMPC_CHL_042_001
18463, Hypoxia challenge: end of 10% O2 measurement timestamp, , IMPC_CHL_043_001
18464, Hypoxia challenge: duration of 21% O2 measurement period, , IMPC_CHL_044_001
18465, Hypoxia challenge: start of 21% O2 measurement timestamp, , IMPC_CHL_045_001
18466, Hypoxia challenge: end of 21% O2 measurement timestamp, , IMPC_CHL_046_001
18467, Hypoxia challenge: duration of Baseline measurement period, , IMPC_CHL_047_001
18468, Hypoxia challenge: start of Baseline measurement timestamp, , IMPC_CHL_048_001
18469, Hypoxia challenge: end of Baseline measurement timestamp, , IMPC_CHL_049_001
46580, Eye, eye, IMPC_EYE_001_001
46581, Bulging eye, bulging_eye, IMPC_EYE_002_001
46582, Eye Hemorrhage or Blood Presence, eye_hemorrhage_or_blood_presence, IMPC_EYE_003_001
46583, Eyelid morphology, eyelid_morphology, IMPC_EYE_004_001
46584, Eyelid closure, eyelid_closure, IMPC_EYE_005_001
46585, Narrow eye opening, narrow_eye_opening, IMPC_EYE_006_001
46586, Cornea, cornea, IMPC_EYE_007_001
46587, Corneal opacity, corneal_opacity, IMPC_EYE_008_001
46588, Corneal vascularization, corneal_vascularization, IMPC_EYE_009_001
46589, Iris/Pupil, iris_pupil, IMPC_EYE_010_001
46590, Pupil Position, pupil_position, IMPC_EYE_011_001
46591, Pupil Shape, pupil_shape, IMPC_EYE_012_001
46592, Pupil Dilation, pupil_dilation, IMPC_EYE_013_001
46593, Pupil Light Response, pupil_light_response, IMPC_EYE_014_001
46594, Iris Pigmentation, iris_pigmentation, IMPC_EYE_015_001
46595, Lens, lens, IMPC_EYE_016_001
46596, Lens Opacity, lens_opacity, IMPC_EYE_017_001
46597, Fusion between cornea and lens, fusion_between_cornea_and_lens, IMPC_EYE_018_001
46598, Synechia, synechia, IMPC_EYE_019_001
46599, Optic Disc, optic_disc, IMPC_EYE_023_001
46600, Retinal Blood Vessels, retinal_blood_vessels, IMPC_EYE_024_001
46601, Retinal Blood Vessels Structure, retinal_blood_vessels_structure, IMPC_EYE_025_001
46602, Retinal Blood Vessels Pattern, retinal_blood_vessels_pattern, IMPC_EYE_026_001
46603, Persistence of hyaloid vascular system, persistence_of_hyaloid_vascular_system, IMPC_EYE_027_001
46604, Slit Lamp observation, slit_lamp_observation, IMPC_EYE_028_001
46605, Ophthalmoscope Observation, ophthalmoscope_observation, IMPC_EYE_029_001
46606, Slit Lamp Equipment ID, slit_lamp_equipment_id, IMPC_EYE_030_001
46607, Slit Lamp Equipment Manufacturer, slit_lamp_equipment_manufacturer, IMPC_EYE_031_001
46608, Slit Lamp Equipment Model, slit_lamp_equipment_model, IMPC_EYE_032_001
46609, Ophthalmoscope Equipment ID, ophthalmoscope_equipment_id, IMPC_EYE_033_001
46610, Ophthalmoscope Equipment Manufacturer, ophthalmoscope_equipment_manufacturer, IMPC_EYE_034_001
46611, Ophthalmoscope Equipment Model, ophthalmoscope_equipment_model, IMPC_EYE_035_001
46612, Experimenter ID, experimenter_id, IMPC_EYE_036_001
46613, Optical Coherence Tomography Equipment ID, optical_coherence_tomography_equipment_id, IMPC_EYE_037_001
46614, Optical Coherence Tomography Equipment Manufacturer, optical_coherence_tomography_equipment_manufacturer, IMPC_EYE_038_001
46615, Optical Coherence Tomography Equipment Model, optical_coherence_tomography_equipment_model, IMPC_EYE_039_001
46616, Scheimpflug Equipment ID, scheimpflug_equipment_id, IMPC_EYE_040_001
46617, Scheimpflug Equipment Manufacturer, scheimpflug_equipment_manufacturer, IMPC_EYE_041_001
46618, Scheimpflug Equipment Model, scheimpflug_equipment_model, IMPC_EYE_042_001
46619, Dilation Method, dilation_method, IMPC_EYE_043_001
46620, Topical Anesthetic, topical_anesthetic, IMPC_EYE_044_001
46621, General Anesthetic, general_anesthetic, IMPC_EYE_045_001
46622, Date Slit Lamp equipment last calibrated, , IMPC_EYE_046_001
46623, Date Ophthalmoscope equipment last calibrated, , IMPC_EYE_047_001
46624, Date Scheimpflug equipment last calibrated, , IMPC_EYE_048_001
46625, Date OCT equipment last calibrated, , IMPC_EYE_049_001
46626, Images Ophthalmoscopy, , IMPC_EYE_050_001
46627, Images Slit Lamp, , IMPC_EYE_051_001
46628, Sheimpflug Lens description, , IMPC_EYE_052_001
46629, Scheimpflug description, , IMPC_EYE_053_001
46630, Min left eye lens density, , IMPC_EYE_054_001
46631, Max left eye lens density, , IMPC_EYE_055_001
46632, Mean left eye lens density, , IMPC_EYE_056_001
46633, Min right eye lens density, , IMPC_EYE_057_001
46634, Max right eye lens density, , IMPC_EYE_058_001
46635, Mean right eye lens density, , IMPC_EYE_059_001
46636, Right corneal thickness, , IMPC_EYE_060_001
46637, Right anterior chamber depth, , IMPC_EYE_061_001
46638, Right total retinal thickness, , IMPC_EYE_062_001
46639, Right inner nuclear layer, , IMPC_EYE_063_001
46640, Right outer nuclear layer, , IMPC_EYE_064_001
46641, Right posterior chamber depth, NA, IMPC_EYE_065_001
46642, Left corneal thickness, , IMPC_EYE_066_001
46643, Left anterior chamber depth, , IMPC_EYE_067_001
46644, Left total retinal thickness, , IMPC_EYE_068_001
46645, Left inner nuclear layer, , IMPC_EYE_069_001
46646, Left outer nuclear layer, , IMPC_EYE_070_001
46647, Left posterior chamber depth, NA, IMPC_EYE_071_001
46648, B-scan of right retina, , IMPC_EYE_072_001
46649, B-scan of left retina, , IMPC_EYE_073_001
46650, VIP of right fundus, , IMPC_EYE_074_001
46651, VIP of left fundus, , IMPC_EYE_075_001
46652, B-scan of right cornea and lens, , IMPC_EYE_076_001
46653, B-scan of left cornea and lens, , IMPC_EYE_077_001
46654, VIP of right eye, , IMPC_EYE_078_001
46655, VIP of left eye, , IMPC_EYE_079_001
46656, Corneal Sclerization, , IMPC_EYE_080_001
46657, Corneal deposits, , IMPC_EYE_081_001
46658, Iris transilumination, , IMPC_EYE_082_001
46659, Vitreous, , IMPC_EYE_083_001
46660, Corneal mineralization, , IMPC_EYE_084_001
46661, Corneal ulcer, , IMPC_EYE_085_001
46662, Lacrimation, , IMPC_EYE_086_001
46663, Right vitreous humor thickness, , IMPC_EYE_087_001
46664, Left vitreous humour thickness, , IMPC_EYE_088_001
46665, Ophthalmoscope Lens Model, NA, IMPC_EYE_089_001
46666, Right eye diameter, NA, IMPC_EYE_090_001
46667, Left eye diameter, NA, IMPC_EYE_091_001
46668, Retina (combined), , IMPC_EYE_092_001
38099, Tail - presence, tail_presence, IMPC_CSD_001_001
38100, Tail - length, tail_length, IMPC_CSD_002_001
38101, Tail - thickness, tail_thickness, IMPC_CSD_003_001
38102, Tail - morphology, tail_morphology, IMPC_CSD_004_001
38103, Coat - color - back, coat_color_back, IMPC_CSD_005_001
38104, Coat - color - head, coat_color_head, IMPC_CSD_006_001
38105, Coat - color - abdomen, coat_color_abdomen, IMPC_CSD_007_001
38106, Coat - color pattern - back, coat_color_pattern_back, IMPC_CSD_008_001
38107, Coat - color pattern - head, coat_color_pattern_head, IMPC_CSD_009_001
38108, Coat - color pattern - abdomen, coat_color_pattern_abdomen, IMPC_CSD_010_001
38109, Coat - hair distribution - back, coat_hair_distribution_back, IMPC_CSD_011_001
38110, Coat - hair distribution - head, coat_hair_distribution_head, IMPC_CSD_012_001
38111, Coat - hair distribution - abdomen, coat_hair_distribution_abdomen, IMPC_CSD_013_001
38112, Coat - hair texture / appearance - back, coat_hair_texture_appearance_back, IMPC_CSD_014_001
38113, Coat - hair texture / appearance - head, coat_hair_texture_appearance_head, IMPC_CSD_015_001
38114, Coat - hair texture / appearance - abdomen, coat_hair_texture_appearance_abdomen, IMPC_CSD_016_001
38115, Forelimbs - position, forelimbs_position, IMPC_CSD_017_001
38116, Forelimbs - shape, forelimbs_shape, IMPC_CSD_018_001
38117, Forelimbs - size, forelimbs_size, IMPC_CSD_019_001
38118, Hindlimbs - position, hindlimbs_position, IMPC_CSD_020_001
38119, Hindlimbs - shape, hindlimbs_shape, IMPC_CSD_021_001
38120, Hindlimbs - size, hindlimbs_size, IMPC_CSD_022_001
38121, Vibrissae - presence, vibrissae_presence, IMPC_CSD_023_001
38122, Vibrissae - appearance, vibrissae_appearance, IMPC_CSD_024_001
38123, Head size, head_size, IMPC_CSD_025_001
38124, Head morphology, head_morphology, IMPC_CSD_026_001
38125, Ears, ears, IMPC_CSD_027_001
38126, Snout size, snout_size, IMPC_CSD_028_001
38127, Activity (body position), activity_body_position_, IMPC_CSD_029_001
38128, Tremor, tremor, IMPC_CSD_030_001
38129, Transfer arousal, transfer_arousal, IMPC_CSD_031_001
38130, Locomotor activity, locomotor_activity, IMPC_CSD_032_001
38131, Gait, gait, IMPC_CSD_033_001
38132, Tail elevation, tail_elevation, IMPC_CSD_034_001
38133, Startle response, startle_response, IMPC_CSD_036_001
38134, Unexpected behaviors, unexpected_behaviors, IMPC_CSD_037_001
38135, Trunk curl, trunk_curl, IMPC_CSD_038_001
38136, Limb grasp, limb_grasp, IMPC_CSD_039_001
38137, Forelimb digit - size, forelimb_digit_size, IMPC_CSD_046_001
38138, Hindlimb digit - size, hindlimb_digit_size, IMPC_CSD_047_001
38139, Skin color - whole body, skin_color_whole_body, IMPC_CSD_056_001
38140, Skin color - snout, skin_color_snout, IMPC_CSD_057_001
38141, Skin color - ear, skin_color_ear, IMPC_CSD_058_001
38142, Skin color - front paws, skin_color_front_paws, IMPC_CSD_059_001
38143, Skin color - back paws, skin_color_back_paws, IMPC_CSD_060_001
38144, Skin color - tail, skin_color_tail, IMPC_CSD_061_001
38145, Skin texture - whole body, skin_texture_whole_body, IMPC_CSD_062_001
38146, Skin texture - snout, skin_texture_snout, IMPC_CSD_063_001
38147, Skin texture - ear, skin_texture_ear, IMPC_CSD_064_001
38148, Skin texture - front paws, skin_texture_front_paws, IMPC_CSD_065_001
38149, Skin texture - back paws, skin_texture_back_paws, IMPC_CSD_066_001
38150, Skin texture - tail, skin_texture_tail, IMPC_CSD_067_001
38151, Teeth presence, teeth_presence, IMPC_CSD_068_001
38152, Upper teeth appearance, upper_teeth_appearance, IMPC_CSD_069_001
38153, Lower teeth appearance, lower_teeth_appearance, IMPC_CSD_070_001
38154, Genitalia - presence, genitalia_presence, IMPC_CSD_071_001
38155, Genitalia - size, genitalia_size, IMPC_CSD_072_001
38156, Genitalia - morphology, genitalia_morphology, IMPC_CSD_073_001
38157, Mouth morphology, mouth_morphology, IMPC_CSD_074_001
38158, Upper lip morphology, upper_lip_morphology, IMPC_CSD_075_001
38159, Lower lip morphology, lower_lip_morphology, IMPC_CSD_076_001
38160, Contact righting, contact_righting, IMPC_CSD_077_001
38161, Vocalization, vocalization, IMPC_CSD_078_001
38162, Aggression, aggression, IMPC_CSD_079_001
38163, Head bobbing, head_bobbing, IMPC_CSD_080_001
38164, Experimenter ID, , IMPC_CSD_081_001
38165, Location of test, location_of_test, IMPC_CSD_082_001
38166, Number of animals in cage, number_of_animals, IMPC_CSD_083_001
38167, Number of days since cage changed, , IMPC_CSD_084_001
38168, Images, , IMPC_CSD_085_001
38169, Size of squares in arena, , IMPC_CSD_086_001
38170, Comments (in English), General comments in English, IMPC_CSD_087_001
38171, Forepaw - size, forepaw_size, IMPC_CSD_040_002
38172, Hindpaw - size, hindpaw_size, IMPC_CSD_041_002
38173, Forepaw - shape, forepaw_shape, IMPC_CSD_042_002
38174, Hindpaw - shape, hindpaw_shape, IMPC_CSD_043_002
38175, Forelimb digit - number, forelimb_digit_number, IMPC_CSD_044_002
38176, Hindlimb digit - number, hindlimb_digit_number, IMPC_CSD_045_002
38177, Forelimb digit - shape, forelimb_digit_shape, IMPC_CSD_048_002
38178, Hindlimb digit - shape, hindlimb_digit_shape, IMPC_CSD_049_002
38179, Forelimb nail - number, forelimb_nail_number, IMPC_CSD_050_002
38180, Hindlimb nail - number, hindlimb_nail_number, IMPC_CSD_051_002
38181, Hindlimb nail - length, hindlimb_nail_length, IMPC_CSD_053_002
38182, Forelimb nail - length, forelimb_nail_length, IMPC_CSD_052_002
38183, Forelimb nail - shape, forelimb_nail_shape, IMPC_CSD_054_002
38184, Hindlimb nail - shape, hindlimb_nail_shape, IMPC_CSD_055_002
18547, Body weight, body_weight, IMPC_ABR_001_001
18548, Click-evoked ABR threshold, click_evoked_abr_threshold, IMPC_ABR_002_001
18549, Click-evoked ABR waveforms (numerical format), click_evoked_abr_waveforms_numerical_format_, IMPC_ABR_003_001
18550, 6kHz-evoked ABR Threshold, 6khz_evoked_abr_threshold, IMPC_ABR_004_001
18551, 6kHz-evoked ABR waveforms (numerical format), 6khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_005_001
18552, 12kHz-evoked ABR Threshold, 12khz_evoked_abr_threshold, IMPC_ABR_006_001
18553, 12kHz-evoked ABR waveforms (numerical format), 12khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_007_001
18554, 18kHz-evoked ABR Threshold, 18khz_evoked_abr_threshold, IMPC_ABR_008_001
18555, 18kHz-evoked ABR waveforms (numerical format), 18khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_009_001
18556, 24kHz-evoked ABR Threshold, 24khz_evoked_abr_threshold, IMPC_ABR_010_001
18557, 24kHz-evoked ABR waveforms (numerical format), 24khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_011_001
18558, 30kHz-evoked ABR Threshold, 30khz_evoked_abr_threshold, IMPC_ABR_012_001
18559, 30kHz-evoked ABR waveforms (numerical format), 30khz_evoked_abr_waveforms_numerical_format_, IMPC_ABR_013_001
18560, Click-evoked + 6 to 30kHz tone waveforms (pdf format), click_evoked_6_to_30khz_tone_waveforms_pdf_format_, IMPC_ABR_014_001
18561, Audiograms, audiograms, IMPC_ABR_015_001
18562, Preyer Reflex, preyer_reflex, IMPC_ABR_016_001
18563, Click +20dB waveforms (numerical format), click_20db_waveforms_numerical_format_, IMPC_ABR_017_001
18564, Click +50dB waveforms (numerical format), click_50db_waveforms_numerical_format_, IMPC_ABR_018_001
18565, Click +20dB+50dB waveforms (pdf format), click_20db_50db_waveforms_pdf_format_, IMPC_ABR_019_001
18566, P1-N1 amplitude (at each stimulus level), p1_n1_amplitude_at_each_stimulus_level_, IMPC_ABR_020_001
18567, P3-N3 amplitude (at each stimulus level), p3_n3_amplitude_at_each_stimulus_level_, IMPC_ABR_021_001
18568, P1 Latency (at each stimulus level), p1_latency_at_each_stimulus_level_, IMPC_ABR_022_001
18569, N1 Latency (at each stimulus level), n1_latency_at_each_stimulus_level_, IMPC_ABR_023_001
18570, P3 Latency (at each stimulus level), p3_latency_at_each_stimulus_level_, IMPC_ABR_024_001
18571, N3 Latency (at each stimulus level), n3_latency_at_each_stimulus_level_, IMPC_ABR_025_001
18572, P1-P3 Interval (at each stimulus level), p1_p3_interval_at_each_stimulus_level_, IMPC_ABR_026_001
18573, N1-N3 Interval (at each stimulus level), n1_n3_interval_at_each_stimulus_level_, IMPC_ABR_027_001
18574, Range of test stimuli used, range_of_test_stimuli_used, IMPC_ABR_028_001
18575, Range of stimulus levels used - Click, range_of_stimulus_levels_used_click, IMPC_ABR_029_001
18576, Range of stimulus levels used - 6kHz, range_of_stimulus_levels_used_6khz, IMPC_ABR_030_001
18577, Range of stimulus levels used - 12kHz, range_of_stimulus_levels_used_12khz, IMPC_ABR_031_001
18578, Range of stimulus levels used - 18kHz, range_of_stimulus_levels_used_18khz, IMPC_ABR_032_001
